Name,Address,Operation Hour,Latitude,Longitude
Subway Taman Bukit Dahlia,"No. 14, Jalan Serangkai 18, Taman Bukit Dahlia, 81700 Pasir Gudang","Monday - Sunday, 8:00 AM - 11:00PM",1.478372,103.894322
Subway Plaza Angsana,"No.L1.16, Level 1 Plaza Angsana, Pusat Bandar Tampoi, Jalan Skudai, 81200 Johor Bahru, Johor","Monday - Sunday, 10:00 AM - 10:00PM",1.494927,103.705748
Subway Aeon Taman Universiti Shopping Centre,"LG09A, Aeon Taman Universiti, No.4, Jalan Pendidikan, Taman Universiti, 81300 Skudai, Johor.","Monday - Sunday, 10:00 AM - 10:00PM",1.542432,103.629242
Subway Senai International Airport,"Lot E9, AeroMall, Senai International Airport, 81250 Johor Bahru, Johor, Malaysia.","Monday - Sunday, 8:30 AM - 9:00PM",1.635896,103.665889
Subway Plaza Pelangi,"Lot No.101A, Level 1, Plaza Pelangi, No.2, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru.","Monday - Friday, 10:30 AM – 8:00PM,Saturday & Sunday, 10:30 AM – 8:30PM",1.479993,103.765305
Subway Mount Austin Shoplot,"41, Jalan Austin Heights 3, Taman Mount Austin, 81100 Johor Bahru.","Monday - Sunday, 8:00 AM - 10:00PM",1.560592,103.780164
Subway Old Street Commercial Centre,"23, Jalan Rotan Utama, Taman Sri Jaya, 83000, Batu Pahat, Johor","Monday - Sunday, 8:00 AM - 11:00PM",1.863320,102.954377
Subway Segamat Shoplot,"115, Jalan Genuang, 85000, Segamat, Johor","Monday - Sunday, 8:00 AM - 10:00PM",2.502533,102.821669
Subway Mas Jaya Muar,"No. 28, Jalan Perniagaan Jaya, Jln Salleh, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor.",Monday - Sunday (8:00AM - 10:00PM),2.068428,102.578707
Subway BHP Pagoh South,"BHPetrol R&R Pagoh Selatan, KM135 Lebuhraya Utara Selatan Arah Selatan, 84600 Muar, Johor","Monday - Sunday, 8:00 AM - 11:00PM",2.121149,102.793571
Subway Ecoworld Kota Masai Shoplot,"No 3A, Jalan Ekoperniagaan 8, Taman Kota Masai 81700 Pasir Gudang, Johor","Monday - Sunday, 8:00 AM - 11:00PM",1.485413,103.936730
Subway Petron Kluang,"Station Minyak Petron, Jalan 1, Taman Bersatu, 86000 Mukim Paloh, Kluang, Johor","Monday, 9:00 AM – 11:00PM,Tuesday - Sunday, 8:00 AM – 11:00PM",2.021031,103.309815
Subway Kota Tinggi Shoplot,"No.9, Jalan Niaga 8, 81900 Kota Tinggi, Johor","Monday - Sunday, 8:00 AM - 10:30PM",1.729398,103.903118
Subway BHP Pagoh North,"BHPetrol, Kawasan R&R Pagoh North Bound RSA, 84600 Johor",Monday - Sunday (8:00AM - 11:00PM),2.141547,102.701221
Subway Mydin Mutiara Rini,"Lot G-12, Mydin Mutiara Rini, 81300, Skudai, Johor","Monday - Sunday, 8:00 AM - 8:30 PM",1.515083,103.635457
Subway Bandar Penawar,"21, Jalan Jelutong 1, Bandar Penawar 82200 Pengerang, Johor","Monday - Sunday, 8:00 AM - 10:00PM",1.573252,104.212390
Subway Pontian,"No.12, Jalan Kota Emas 3, Pusat Perniagaan Kota Emas 82000 Pontian, Johor","Monday - Sunday, 8:00 AM - 10:30PM",1.479899,103.398970
Subway Parit Raja,"8, Jalan Universiti 2, Taman Universiti, 86400 Parit Raja, Batu Pahat, Johor","Monday - Sunday, 10:00 AM - 10:00PM",1.850495,103.075217
Subway Petronas TAR,"Lot PTB 21742, Mukim Bandar Johor Bahru, Jalan Tun Razak, 80100 Johor Bahru","Monday - Sunday, 8:30 AM - 10:30PM",1.489029,103.729270
Subway Mid Valley Southkey,"LG-004, Lower grounf floor, The Mall MID VALLEY Southkey, Mukim Plentong 80150 Johor.",Monday - Sunday (10:00AM - 10:00PM),1.501334,103.777419
Subway D'Garden BP,"No. 12 (Ground Floor), Jalan Desa Botani 1 Taman Desa Botani, 83000 Batu Pahat, Johor",Monday - Sunday (8:00AM - 10:00PM),1.867258,102.932769
Subway Plaza Merdeka,"Plaza Merdeka,  G-11 & G9(s), Grd Floor, 88 Pearl Street, 93000 Kuching, Sarawak.","Monday - Sunday, 10:00 AM - 10:00 PM",1.558561,110.344021
Subway Bintang Megamall,"Bintang Megamall, Lot 1.43 & 1.40, First Floor, Jalan Miri-Pujut, 98000 Miri, Sarawak.","Monday - Sunday, 10:00 AM - 10:00 PM",4.397048,113.993285
Subway Jalan Kulas,"Wisma Wan Abu Bakar, Groud Floor, Lot 110(SL7) Section 6 KLTD, Jalan Kulas, 93400 Kuching, Sarawak.","Monday - Sunday, 9:30 AM - 10:00 PM",1.554539,110.331635
Subway Al-Bayt Square,"Al-Bayt Square (Miri 101),  Lot3529, Grd Floor, Block 5,  Jalan Miri-Pujut, 98001 Miri, Sarawak","Monday - Sunday, 7:30 AM - 9:00 PM",4.413015,114.010416
Subway IMAGO Shopping Mall,"IMAGO Shopping Mall, Lot B-16, Basement Level, KK Times Square Phase 2, Off Coastal Highway, 88100 Kota Kinabalu, Sabah.","Monday - Sunday, 10:00 AM - 10:00 PM",5.970862,116.066354
Subway Suria Sabah Shopping Mall,"Suria Sabah Shopping Mall Lot B-11, Lower Ground Floor, 1, Jalan Tun Fuad Stephens,  88000 Kota Kinabalu, Sabah.","Monday - Sunday, 10:00 AM - 10:00 PM",5.988772,116.078046
Subway ITCC Penampang Shopping Mall,"ITCC Penampang Shopping Mall, Lot No. G-18, Ground Floor, Jalan Pintas Penampang, 89500 Kota Kinabalu, Sabah, Malaysia.","Monday - Sunday, 7:00 AM - 11:00 PM",5.910259,116.091394
Subway Emart Batu Kawa,"Unit No. 108, Emart One Stop Shopping Mall, Lot 6369, Block 225, KNLD, Jalan Batu Kawa, 93250 Kuching, Sarawak.","Monday - Sunday, 7:00 AM - 11:00 PM",1.507024,110.299260
Subway EMart Bintulu Commercial Centre,"EMart Bintulu Commercial Centre,  Ground Floor, Sublot 8632,  Jalan Rakawi Yusuf, Tanjung Batu,  97000 Bintulu, Sarawak.","Monday - Sunday, 7:00 AM - 10:00 PM",3.191092,113.046586
Subway One Arena,"One Arena, Pusat Komersil BDC, 8-A8-GF,  Jalan Datuk Chong Thien Vun, 91000 Tawau, Sabah.","Sunday - Thursday, 7:00 AM – 9:00PM,Friday & Saturday, 7:00 AM – 10:00PM",4.258803,117.918825
Subway Lido Square,"Lot 6&7, Ground Floor Lido Square Mile 3, Penampang Road, Taman Che Mei, 88300 Kota Kinabalu, Sabah","Monday - Sunday, 7:00 AM - 10:00 PM",5.943925,116.081376
Subway TT3 Plaza,"TT3 Plaza Grd Floor, Lot 3537, Sublot 36,  Tabuan Tranquility, Off Jalan Canna, 93350 Kuching.","Monday - Sunday, 7:00 AM - 9:00 PM",1.513067,110.393288
Subway Jln Tun Jugah,"No.63, Grd Floor, Lot 10208,  801-2B Jalan Tun Jugah, Kampung Tabuan Dayak, 93350 Kuching, Sarawak.","Monday - Sunday, 7:00 AM - 11:00 PM",1.527486,110.357330
Subway Permy Mall,"Permy Mall,  Lot114, Grd Floor,  Jalan Datuk Sri Joseph Balan Seling,  Bandar Baru Permy,  98000 Miri, Sarawak, Malaysia.","Monday - Sunday, 9:00 AM - 10:00 PM",4.450033,114.038751
Subway Jesselton Square,"Jesselton Square, Lot 1, No.5 Jalan Gaya,  Off Lorong Satu/ Jalan Haji Saman, 88000 Kota Kinabalu, Sabah.","Monday - Sunday, 7:00 AM - 12:00 AM",5.990394,116.079463
Subway Hann's Residence,"Hann's Residence, Lot R40 & R42, Retail Arcade, Jalan Wong King Huo, 96000 Sibu, Sarawak.","Monday - Sunday, 10:00 AM - 10:00 PM",2.286028,111.847530
Subway Plaza CKS Tuaran,"Plaza CKS Tuaran, Lot 52, Grd Floor, Block G, Kampung Tutoh, 89150 Tuaran, Sabah.","Monday - Sunday, 7:00 AM - 11:00 PM",6.188856,116.227933
Subway Kuching International Airport,"Kuching International Airport, Lot L3L10, Level 3, Departure Level, Jalan Lapangan Terbang, 93722 Kuching, Sarawak, Malaysia.",,1.486173,110.350244
Subway Centre Point Sabah,"Lot No. S1, Basement, Centre Point Sabah, No. 1, Jln Centre Point, 88000 Kota Kinabalu, Sabah","Monday - Sunday, 8:00 AM - 9:00 PM",5.978147,116.071864
Subway Servay Jaya Semporna,"Shop18, Servay Jaya Semporna, Lot 9-17, Jalan Bubul, Batu 2, 91308 Semporna, Sabah","Monday - Sunday, 7:00 AM - 9:30 PM",4.461874,118.588457
Subway The Grand SS15,"G7, The Grand Subang Jaya, Jalan SS 15/8a, Ss 15, 47500 Subang Jaya, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.074415,101.590297
Subway BHP Ayer Keroh,"BHP Ayer Keroh, Jalan Tun Abdul Razak, Taman Ayer Keroh Heights, 75450 Melaka","Monday - Sunday, 8:00 AM - 9:30 PM",2.252449,102.291324
Subway Caltex BSU,"PT 28807, Jalan Persiaran E1/1, Seri Pristana, 47000 Sungai Buloh, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.205961,101.471908
Subway Radia Bukit Jelutong,"G0-23, Radia Sales Gallery, Persiaran Arked, Bukit Jelutong, 40150 Shah Alam, Selangor","Monday - Sunday, 7:30 AM - 10:00 PM",3.101122,101.535394
Subway Kelana Jaya (KJ),"Suite 109b, Ground Floor, Office Tower, Kelana Park View, No.1, Jalan SS6/2, 47301 Petaling Jaya, Selangor","Monday - Sunday, 8:30 AM - 8:30 PM",3.100862,101.599716
Subway Mersing,"No. 345H (GF), Jalan Ismail, 86800 Mersing, Johor","Monday - Sunday, 8:00 AM - 10:00 PM",2.430028,103.840984
Subway KSL Esplanade,"G006, Ground Floor, KSL Esplanade Mall, 42500 Klang, Selangor","Monday - Sunday, 8:00 AM - 11:00 PM",2.958405,101.467045
Subway Sierra 16 Puchong,"Lot 3A-1, Sierra Fresco, Jln Sierra 10/1, Bandar 16 Sierra, 47110 Puchong, Selangor.",Monday - Sunday (8:00AM - 10:00PM),2.974426,101.655052
Subway Mydin RTC Gopeng,"G-21 & G-22, MYDIN Wholesale Hypermarket RTC Perak, 31600 Kampung Kepayang, Perak.","Monday - Sunday, 8:00 AM - 10:00 PM",4.493740,101.153194
Subway Lotus Teluk Intan,"FOL 05, LOTUS TELUK INTAN, PT 5017 Rapid Mall Seri Intan, Jalan Changkat Jong, 36000 Teluk Intan, Perak","Monday - Sunday, 9:00 AM - 9:30 PM",4.017000,101.028000
Subway Caltex Bukit Indah Ampang,"Caltex Bukit Indah, PT13887, Medan Bukit Indah, Taman Bukit Indah, 69000 Ampang, Selangor","Monday - Sunday, 8:00 AM - 10:00 PM",3.152855,101.774414
Subway ROHAS KL,"No 9, Lot G-W-1, Ground Floor, West Wing, Rohas Pure Circle, Jalan P. Ramlee, 50450 Kuala Lumpur.",Monday - Sunday (8:00AM - 10:00PM),6.406500,100.179757
Subway Shell Pulai Perdana,"Shell Sri Pulai Perdana 2, Lebuhraya Skudai-Pontian, Bandar Pulai Jaya, 81110 Johor Bahru, Johor.",Monday - Sunday (8:00AM - 10:00PM),1.567481,103.595700
Subway Taman Danau Desa,,Monday - Sunday (8:00AM - 10:00PM),3.100857,101.687222
Subway Setapak Central Mall,"Kl Festival City, Lot S-23, No 67 Jalan Taman Ibu Kota, Taman Danau Kota, Setapak, Kuala Lumpur, 53200",Monday - Sunday (10:00AM - 10:00PM),3.205267,101.720020
Subway Seremban Prima Mall,"G-04A & G-04AA Ground Floor, Seremban Prima Mall, Lot 4973 Jalan Dato' Bandar Tunggal, Seremban, Negeri Sembilan, 70000, Malaysia",Monday - Sunday (9:00AM - 10:30PM),2.720170,101.940738
Subway Sultan Ibrahim Stadium,"Lot Zone C 01-04, Stadium Sultan Ibrahim, Jalan Gelang Patah, 79200 Iskandar Puteri, Johor Bahru",Monday - Sunday (10:00AM - 10:00PM),1.481700,103.619228
Subway Golden Triangle,"29-1-64, Golden Triangle, Jalan Paya Terubong, 11900 Bayan Lepas, Pulau Pinang",Monday - Sunday (8:00AM - 9:00PM),5.333125,100.275576
Subway Batu 3 Gambang,"B 30 Jalan Kurnia Jaya 3,Batu 3, Jalan Gambang, 25150 Kuantan, Pahang Darul Makmur",Monday - Sunday (9:00AM - 10:00PM),3.782041,103.287223
Subway KIP Kota Warisan,"G13 & 13A, Kip Mall, Kota Warisan, 43900 Sepang, Selangor, Malaysia",Monday - Sunday (10:00AM - 10:00PM),2.834608,101.694666
Subway Taman Ehsan,"No 520(GF) Jalan E3/8, Tmn Ehsan, 52100 Kepong, Selangor",Monday - Sunday (8:00AM - 10:00PM),3.220409,101.622847
Lotus's Indera Mahkota,"G1, Lotus’S Indera Mahkota, Lot 144749, Lot 144746 & Lot 144045, Off Jalan Tun Razak Mukim Kuala Kuantan, Daerah Kuantan, 25200 Kuantan Pahang",Monday - Sunday (10:00AM - 10:00PM),3.827265,103.304433
Subway Taman Sri Muda,"No 40 (GF), Jalan Murni 25/61, Taman Sri Muda, 40400 Shah Alam, Selangor",Monday - Sunday (8:00AM - 10:00PM),3.032726,101.536497
Subway Pantai Batu Buruk,"Partial of Bangunan Kelab Kerajaan Pantai Batu Buruk, Jalan Pantai Batu Buruk, 20400 Kuala Terengganu, Terengganu.",Monday - Sunday (10:00AM - 10:00PM),5.324181,103.154071
Subway Kangar Jaya,"Lot PT2269, Kangar Jaya, Mukim Seriab, Kangar, 01000 Perlis",Monday - Sunday (8:00AM - 11:00PM),6.406500,100.179757
Subway Kota Laksamana,"No 46(GF) Jln KLJ, Taman Kota Laksamana Jaya, 75200 Melaka.",Monday - Sunday (8:00AM - 10:00PM),2.198930,102.230893
Subway 1st Avenue,"LG-08 1st Avenue Mall, 182 Jalan Magazine, 10300 Penang.",Monday - Sunday (10:00AM - 10:00PM),5.413310,100.331140
Subway Mid Valley KL,"1st Floor, Zone 3, Kiosk FK-05, Mid Valley Megamall,  Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur",Monday - Sunday (8:00AM - 10:00PM),3.118753,101.677459
Subway Lotus Ampang,"LOTUS’S AMPANG - OL1, Jalan Pandan Prima Dataran, Pandan Indah, 55100 Kuala Lumpur",Monday - Sunday (10:00AM - 10:00PM),3.143814,101.741630
Subway The Artiz JB,"No 25(GF) Jln Setia 3/13, Tmn Setia Indah, 81100 JB",Monday - Sunday (08:00AM - 10:00PM),1.576539,103.758845
Subway Setia Tropika,"No 18 Jln Setia Tropika 1/18, Tmn Setia Tropika, 81200 JB",Monday - Sunday (08:00AM - 10:00PM),1.547172,103.715609
Subway Razak City,"Block B-G-19 Residensi Bandar Razak, No 01 Jln Razak Mansion, 57100 Sungai Besi, K.L",Monday - Sunday (08:00AM to 10:00PM),3.108465,101.706308
Subway C-Mart Changlun,"G 14, 15, 16, C- Mart @  Komplek Changloon, No 1, Pekan Changlun, Changloon,  Taman Kempas, 06010 Changlun, Kedah",Monday to Sunday (10:00AM - 10:00PM),6.435389,100.430250
Subway Aeon Cheras Selatan,"F60, First Floor, ÆON Cheras Selatan, Lebuh Utama Tun Hussein Onn, Tun Hussein Onn, Cheras, Selangor",Monday to Sunday (10:00AM - 10:00PM),3.033015,101.765206
Subway Bandar Baru Jelawat,"PT 4359 (B) Kedai Jelawat, Bandar Baru Jelawat, 16070 Bachok, Kelantan.",Monday - Sunday (08:00 AM - 10:00PM),6.011177,102.381749
Subway Lumut Indah,"No 21(GF) Jln Lumut Indah 2/1, Tmn Lumut Indah, 32200 Lumut, Perak.",Monday - Sunday (08:00AM - 10:00PM),4.208528,100.638146
Subway Cahaya Kota Puteri,"No 07(GF) Jln Kota 2, Taman Cahaya Kota Puteri, 81750 Masai, Johor.",Monday to Sunday (08:00AM - 10:00PM),1.494290,103.843649
Subway Kuala Krai,"No 18(GF) Jln lf 1, Laman Firdaus, Bandar Baru Kuala Krai, 18000 Kuala Krai, Kelantan.",Monday to Sunday (08:00AM - 10:00PM),5.494022,102.223109
Taman Nusa Bestari,"No 26(GF) Jln Jati 1, Taman Nusa Bestari, 81200 Skudai, Johor.",Monday - Sunday (08:00AM - 10:00PM),1.499214,103.655946
Subway Kuala Berang,"No 292(GF) Jln Besar Kuala Berang, 21700 Kuala Berang, Hulu Terengganu, Terengganu.",Monday - Sunday (08:00AM - 10:00PM),5.072830,103.010660
Subway Sg Udang,"No 06(GF) Jln Kerambit 1A, Bandar Baru, 76450 Sg. Udang, Melaka.",Monday - Sunday (08:00AM - 10:00PM),2.290353,102.138712
Subway Kiara Bay,"""Lot G-22, The Beat Kiara Bay Kepong Metropolitan Park,Jalan Lingkaran Tengah 52100 Kuala Lumpur.""",Monday - Sunday (10:00AM - 10:00PM),3.226999,101.650259
Subway Mahkota Square Kuantan,"""G-10, Tingkat Bawah, Mahkota Square, Jalan Mahkota  25000 Kuantan, Pahang.""",Monday - Sunday (08:00AM - 10:00PM),3.806067,103.327962
Subway Putra Ampang,"No 46-G, Jalan Bunga Tanjung 9B, Taman Putra, Ampang 68000, Selangor",Monday - Sunday (08:00AM - 10:00PM),3.120457,101.762861
Subway Sunggala Gateway,"PD Sunggala Gatewa3 No 4, Lot 2031, Taman Sri Rusa Jaya,71050 Port Dickson, Negeri Sembilan",Monday - Sunday (09:00AM - 10:00PM),2.476273,101.855712
Subway Sunway Carnival,"LG-31, Lower Ground Floor, Sunway Carnival Mall, 3068, Jalan Todak, Pusat Bandar Seberang Jaya, 13700 Perai, Pulau Pinang",Monday - Sunday (9:00AM - 10:00PM),5.399101,100.397841
Subway Bangi Seksyen 7,"No.19-G, Jalan 7/7A, Seksyen 7, Bandar Baru Bangi, 43650 Selangor",Monday - Sunday (08:00AM - 10:00PM),2.969764,101.773828
